43.301	129.7
44.271	149.59
46.991	166.44
51.587	181.94
60.888	199.73
72.704	211.62
85.985	217.47
103.1	219.64
117.92	216.51
128.58	209.67
137.39	199.14
145.13	182.13
149.36	163.29
152.36	146.2
153.4	128.32
143.81	113.15
133.79	106.24
119.79	109.22
112.97	117.14
122.28	116.03
133.06	113.83
58.728	115.3
69.813	107.83
85.446	109.42
93.8	116.68
83.118	116.73
70.678	115.09
67.472	129.51
77.62	125.27
86.847	129.93
77.405	133.25
77.427	128.84
137.82	128.87
129.07	124.78
119.25	129.36
129.36	132.59
129.18	128.36
95.704	129.08
92.854	145.76
87.314	159.12
89.121	165.96
103.93	169.65
118.19	165.53
119.49	158.63
113.22	145.31
110.08	128.82
95.261	164.89
113.17	164.78
80.222	182.72
89.748	180.22
98.348	179.39
103.97	180.72
109.17	179.36
116.23	179.73
125.05	182.76
117.11	186.59
111.03	188.19
103.91	188.52
95.147	187.94
88.045	186.46
93.749	183.6
103.97	184.35
112.46	183.65
112.43	182.93
103.98	183.46
93.687	183
103.96	183.87
105.18	160.33
