60.159	110.68
60.083	131.44
62.172	148.62
65.075	164.7
69.582	179.09
77.87	189.23
90.756	194.4
108.95	196.75
127.82	194.72
142.71	190.41
153.39	179.02
159.59	162.35
162.27	147.18
162.88	129.81
161.09	109.35
151.67	98.007
141.38	89.745
123.83	91.102
114.93	98.837
126.91	97.627
139.56	95.816
62.49	98.507
70.04	90.144
86.296	91.094
95.049	98.933
83.84	97.755
72.734	95.996
70.58	111.21
80.801	105.17
91.331	110.92
81.064	114.83
81.363	109.89
142.71	110.15
131.24	104.52
120.96	110.7
131.45	114.32
131.16	109.3
98.997	109.89
96.84	123.33
90.75	135.57
94.229	141.41
105.81	141.23
118.64	141.1
121.94	135.18
115.35	123.31
112.68	109.64
98.539	136.48
112.59	136.07
86.796	163.98
94.787	157.56
101.85	154.44
106.85	155.44
112.16	154.17
120.61	157.18
129.66	162.79
121.51	163.87
115.15	164.26
107.36	164.74
100.82	164.95
94.891	164.67
99.297	161.13
107.11	160.65
116.34	160.64
116.61	159.43
106.96	159.13
99.069	159.82
107.09	160.03
104.01	128.79
