58.747	143.66
59.063	165.95
61.952	183.97
65.771	202.5
73.297	219.31
81.274	229.16
91.094	235.69
106	238.57
121.95	236.03
132.78	229.74
141.89	219.97
150.01	203.17
154.51	184.98
157.73	166.82
158.53	144.14
149.78	136.97
141.76	131.99
127.32	133.97
118.8	140.52
129.12	139.79
139.9	138.76
65.63	136.87
73.897	132.22
88.385	134.5
96.401	141.12
86.475	140.36
75.484	139.06
71.989	146.18
82.117	141.47
91.559	148.4
81.325	151.23
82.076	145.95
142.84	146.31
133.4	141.35
123.91	148.46
133.94	151.36
133.57	145.87
100.36	146.96
97.494	165.36
91.225	180.75
93.099	187.12
106.3	191.19
120.09	187.44
122.11	181.13
116.77	165.73
114.72	147.06
97.323	186.43
115.3	186.53
84.268	203.44
92.96	201.16
100.72	200.44
106.09	201.58
111.54	200.58
119.98	201.47
128.79	203.7
121.04	207.12
114.51	209.15
106.08	209.99
98.43	209.05
91.982	207.13
97.279	204.32
106.13	205.27
115.66	204.51
115.76	203.99
106.09	204.31
97.154	203.78
106.12	204.82
105.87	182.95
