77.429	205.47
77.637	248.72
81.743	286.65
91.366	324.67
109.09	355.59
133.45	378.4
161.81	391.5
202.29	398.13
235.22	393.95
259.61	384.3
283.58	365.37
305.1	329.68
315.86	286.82
321.23	247.54
322.23	208.28
300.88	180
277.93	162.47
246.55	168.57
228.32	184.12
250.5	183.8
275.56	179.78
103.74	182.68
125.97	164.32
158.71	168.15
180.47	182.72
155.35	183.79
128.81	180.7
128.47	210.31
149.1	202.02
167.75	211.15
148.68	217.77
149.4	208.66
279.1	210.83
260.24	202.61
239.85	211.15
260.15	217.55
259.64	208.94
186.93	207.86
181.06	240.01
167.95	271.08
174.19	285.03
204.46	289.01
234.92	284.97
240.25	271.09
226.04	240.23
220.15	207.71
187.08	278.94
222.59	279.12
157.11	327.55
175.91	320.47
193.26	317.14
204.85	320.11
216.44	317.18
231.42	320.63
249.53	329.12
233.12	334.94
220.59	338.32
204.53	339.27
186.36	337.93
172.14	333.79
184	327.42
204.66	328.61
222.93	327.88
222.95	326.75
204.63	326.68
183.83	326.2
204.76	327.6
205.67	264.78
