62.708	122.86
60.092	140.22
60.437	155.72
61.946	169.92
68.149	189.63
78.858	201.6
93.758	205.57
110.9	207.31
127.24	205.27
140.53	200.85
149.95	190.25
155.04	171.99
156.41	159.19
158.28	143.87
157.68	123.81
150	115.76
144.84	110.61
133.93	109.94
125.98	114.82
134.38	113.8
142.01	113.78
77.402	117.4
85.707	112.09
97.266	111.48
104.76	115.97
96.251	115.44
86.849	115.87
81.847	123.78
91.472	117.88
100.97	125.04
90.868	127.65
91.263	122.93
145.27	123.33
135.92	117.36
126.74	124.55
136.23	127.15
135.79	122.21
108.64	123.55
106.3	137.9
100.81	150.57
103.25	156.22
114.66	158.02
125.1	156.23
127.51	150.55
122.58	137.7
120.4	123.74
107.85	153.38
121.94	153.66
92.858	170.67
101.03	166.46
108.79	164.72
113.32	165.59
117.85	165.08
124.87	166.67
132.05	171.47
124.56	173.85
118.66	174.35
112.76	174.53
105.75	173.56
99.838	172.91
103.97	169.99
113.06	170.61
120.71	170.51
120.74	169.07
113.12	168.76
103.93	168.67
113.14	169.73
116.2	148.58
