53.142	141.44
52.42	161.2
54.104	179.43
58.142	199.68
65.896	217.61
74.976	228.53
86.79	236
106.15	240.41
124.03	237.01
135.56	231.27
146.64	221
156.49	199.65
160.38	180.86
161.79	162.19
160.78	141.08
148.36	134.53
139.05	126.7
122.63	126.9
114.12	132.86
125.36	132.55
137.12	131.91
63.347	137.26
71.799	128.76
87.615	128.31
96.744	133.91
85.492	133.91
73.695	134.04
72.729	143.61
82.466	137.56
92.979	142.95
82.568	146.75
82.627	141.78
138.45	142
127.93	136.44
117.74	142.33
128.1	145.52
127.99	140.6
99.039	141.64
96.601	158.68
91.989	173.51
94.892	179.52
105.92	180.92
117.29	179.18
119.97	173.13
115.1	158.79
112.04	141.49
98.277	176.37
113.41	176.23
87.449	199.22
94.443	194.72
101.12	192.84
106.03	194.04
111.21	192.62
118.32	194.69
125.71	199.04
118.84	201.56
113.17	203.24
106.05	204.03
99.319	203.34
93.761	201.74
97.368	198.48
106	198.89
114.83	198.28
114.67	197.26
105.99	197.37
97.545	197.46
106.05	198.28
105.47	170.79
