67.388	133.83
66.766	150.5
67.639	165.1
70.038	181.66
73.969	195.28
81.33	206.4
94.122	213.76
111.32	216.89
125.61	213.6
135.88	206.44
141.53	196.26
144.36	182.65
146.12	167.7
147.94	153.27
148.6	134.8
144.97	125.71
138.98	121.94
127.59	122.42
121.22	127.42
129.37	127.19
137.38	126.52
77.61	126.72
85.868	122.65
98.086	123.01
105.11	127.67
95.782	127.76
86.37	127.58
82.978	136.79
91.59	132.63
100.7	137.44
91.269	140.89
91.409	136.52
139.76	136.49
131.18	132.38
122.91	137.18
131.42	140.61
130.94	136.17
107.41	136.17
105.71	150.07
101.17	161.88
102.9	167.7
113.85	170.06
123.32	167.6
124.7	161.71
120.25	149.68
117.97	136.25
107.24	165.68
120.61	165.81
95.599	182.25
102.85	179.31
109.28	177.86
113.03	178.88
116.64	177.95
121.91	179.29
127.7	182.55
121.87	184.65
117.36	185.34
112.61	185.39
106.29	184.72
101.35	183.95
104.93	181.88
112.89	182.31
118.76	182.22
118.95	181.57
112.94	181.6
104.81	181.4
112.93	181.99
115.2	162.01
