102.85	216.26
100.02	266.68
102.9	308.11
110.87	349.24
126.14	386.16
149.03	413.38
179.79	427.08
225.5	435.15
268.12	427
294.94	413.27
315.07	388.7
330.05	351.38
338.63	306.12
342.19	264.12
340.51	217.53
325.06	206.3
308.21	184.8
269.78	184.54
252.2	199.73
276.81	197.7
302.18	196.59
125.27	205.81
143.03	184.55
182.87	183.73
202.15	198.41
176.23	197.13
149.46	196.1
148.05	225.23
172.89	211.41
195.99	224.41
173.1	233.29
173.72	221.79
304.55	226.3
281.53	212.07
256.61	224.54
281.04	233.72
280.5	222.59
210.28	220.12
204.71	257.2
191.54	290.62
201.21	301.51
226.78	302.09
251.79	301.34
260.71	290.5
247.02	257.01
241.58	220
210.1	290.64
244.03	290.9
176.5	349.04
196.66	338.32
215.09	333.23
227.09	336.17
238.76	333.17
255.19	338.24
274.51	350.06
256.56	353.29
243.38	355.43
226.87	356.46
208.91	355.4
194.08	352.68
205.57	346.15
227.11	346.65
246.74	346.41
246.8	343.96
226.99	343.41
205.38	343.8
227.05	345.25
227.85	275.8
