60.974	106.81
61.271	129.79
64.566	148.93
69.513	166.42
80.395	186.89
91.094	195.79
102.44	199.4
120.43	201.93
139.32	198.69
150.45	193.81
159.89	185.67
169.66	167.27
175.25	147.73
179.1	128.35
180.11	106.5
172.38	94.94
161.6	87.274
145.33	88.926
134.46	96.308
147.06	95.456
159.75	93.657
71.082	95.257
82.787	87.73
99.601	89.034
110.76	96.335
98.187	95.709
84.663	94.057
83.135	105.52
94.853	99.547
105.18	107.87
94.11	111.1
94.747	104.72
161.56	105.76
151.12	99.439
140.11	107.64
151.59	111.14
151.24	104.81
114.56	106.69
111.04	126.29
105.79	141.31
108.33	148.52
121.2	151.2
134.57	148.58
137.25	141.4
132.32	126.31
129.63	106.76
113.79	146.06
129.62	146.11
98.969	167.15
106.98	163.41
115.62	161.48
120.95	162.76
126.27	161.6
134.45	163.44
142.59	167.56
134.87	170.46
128.66	172.27
120.94	173.33
113.1	172.15
106.59	170.3
111.26	166.61
120.91	167.23
130.7	166.79
130.53	166.34
121.01	166.3
111.16	166.19
121.07	166.84
121.91	140.45
