110.33	197.39
111.26	227.19
114.82	256.06
121.92	285.67
136.77	316.63
156.61	335.17
178.48	345.34
208.44	348.68
236.97	345.51
259.8	336.42
280.46	316.06
296.49	281.52
302.5	251.04
303.61	222.15
301.49	195.26
277.48	179.86
257.05	163.31
232.89	164.91
216.17	176.05
234.51	178.27
256.03	177.34
126.38	179.19
142.33	161.91
166.2	162.92
184.26	174.26
165.48	176.29
145.63	175.31
145.09	195.75
158.4	189.15
172.96	193.43
158.9	198.04
158.65	192.86
259.74	195.59
245.67	189.48
231.17	193.65
245.3	198.13
245.39	193.33
188.82	192.16
184.69	213.77
175.71	236.04
181.18	246.84
202.83	247.3
225.22	246.2
230.21	235.52
219.99	213.71
214.75	191.64
189.44	240.44
215.4	239.85
172.83	284.35
184.22	275.05
195.73	270.7
205.11	272.92
214.19	270.17
226.51	274.32
238.59	283.06
227.85	287.26
218.5	288.7
205.94	288.98
194.04	289.69
184.12	288.46
191.22	281.76
205.54	281.82
220.57	281.01
220.54	278.94
205.2	279.12
191.24	279.54
205.38	280.6
200.91	226.99
