104.32	262.74
103.98	306.95
109.15	342.05
115.85	380.88
127.19	412.62
141.71	434.04
165.82	447.31
204.44	455.09
238.32	450.32
260.93	440.77
277.93	422.69
293.64	386.32
301.83	347.59
309.16	311.52
310.85	266.68
292.63	248.72
276.3	238.45
246.08	238.92
232.63	250.54
251.03	247.82
271.73	247.19
124.45	251.29
140.37	240.31
171.17	239.56
186.88	250.65
166.81	248.58
144.73	248.92
136.53	270.7
159.19	258.13
180.79	274.84
157.52	282.77
158.69	269.64
280.98	271.12
259.14	258.14
237.25	274.64
260.02	282.88
259.28	269.62
196.56	270.73
191.02	308.75
179.88	340.87
184.15	352.99
208.19	359.93
232.81	353.59
237	341.23
226.68	309.48
221.94	271.05
192.83	349.37
224.67	349.7
164.24	383.73
181.82	377.81
198.14	375.4
207.47	377.35
217.19	375.81
232.89	378.67
250.02	385.57
233.86	390.3
221.4	393.31
206.85	395.1
191.71	392.4
178.71	389.04
188.33	383.62
207.28	384.96
224.88	384.44
225.13	383.81
207.37	383.66
188.05	383.01
207.41	384.52
209.16	341.36
