54.059	108.52
54.739	127.37
57.643	145.01
62.373	163.59
72.374	180.5
82.614	188.77
92.388	194.32
105.2	195.91
121.64	193.27
133.62	186.39
144.56	175.73
152.88	160.54
157	145.22
159	128.13
159.11	106.74
150.85	101.36
140.93	91.945
122.96	94.603
112.51	103.15
125.56	102.54
138.82	100.71
59.131	101.08
69.409	91.962
86.51	95.722
94.639	104.49
83.399	103.47
70.894	101.25
68.171	109.19
77.599	104.95
87.62	109.92
77.369	112.73
77.671	108.52
139.29	108.03
129.01	104.13
119.8	109.62
129.37	112.07
128.94	107.62
96.553	108.87
94.455	124.27
87.688	138.07
89.93	144.63
103.67	147.34
117.68	144.32
119.96	138
113.55	124.04
111.2	108.74
94.583	143.05
112.22	142.74
82.379	163.12
91.012	159.75
97.883	158.55
103.66	159.91
109.69	158.38
118.07	159.5
127.02	161.9
119.53	166.1
112.74	168.32
104.01	169.17
96.569	168.7
90.58	166.85
95.505	163.33
103.75	163.98
113.53	162.96
113.48	162.02
103.68	162.63
95.555	162.33
103.72	163.3
102.74	138.22
