111.63	260.36
114.13	304.71
121.46	340.78
130.66	372.06
149.34	407.04
167.61	425.1
187.22	437.1
217.01	442.4
248.69	436.95
269.57	423.89
287.32	408.12
306.83	375.05
318.79	334.85
326.89	297.62
329.58	259.41
312.34	234.77
288.19	222.51
257.14	230.43
238.21	246.79
262.19	243.71
287.42	237.94
127.68	235.75
150.84	223.9
183.25	229.85
204.01	246.05
179.69	243.97
153.48	238.25
148.52	255.94
171.31	246.79
189.82	260.67
169.62	266.44
170.95	255.24
296.01	257.08
277.17	246.86
255.79	260.5
278.24	266.94
278.24	255.9
206.92	260.58
200.11	296.87
189.71	326.13
193.49	340.33
217.1	346.89
243.36	340.85
247.71	326.5
238.11	297.55
234.03	260.52
202.37	337.57
233.93	337.66
177.78	374.5
191.74	368.91
207.07	365.91
217.5	369.01
227.7	366.11
242.53	369.15
257.84	375.65
244.23	383.63
232.7	388.92
217.6	390.96
203.17	388.81
190.88	383.81
200.69	375.45
217.52	377.37
235.75	375.83
235.46	374.93
217.7	375.42
200.49	374.61
217.75	376.44
217.5	328.73
